Time - u3	Amplitude - u3	Time - f3	Amplitude - f3	
16,5	4,5	16,5	1,952	
16,6	4,5	16,6	1,952	
16,7	4,5	16,7	1,952	
16,8	4,5	16,8	1,953	
16,9	4,5	16,9	1,953	
17	4,5	17	1,954	
17,1	4,5	17,1	1,954	
17,2	4,5	17,2	1,954	
17,3	4,5	17,3	1,955	
17,4	4,5	17,4	1,955	
17,5	4,5	17,5	1,955	
17,6	4,5	17,6	1,956	
17,7	4,5	17,7	1,956	
17,8	4,5	17,8	1,957	
17,9	4,5	17,9	1,957	
18	4,5	18	1,957	
18,1	4,5	18,1	1,958	
18,2	4,5	18,2	1,958	
18,3	4,5	18,3	1,958	
18,4	4,5	18,4	1,959	
18,5	4,5	18,5	1,959	
18,6	4,5	18,6	1,959	
18,7	4,5	18,7	1,96	
18,8	4,5	18,8	1,96	
18,9	4,5	18,9	1,96	
19	4,5	19	1,961	
19,1	4,5	19,1	1,961	
19,2	4,5	19,2	1,961	
19,3	4,5	19,3	1,962	
19,4	4,5	19,4	1,962	
19,5	4,5	19,5	1,962	
19,6	4,5	19,6	1,963	
19,7	4,5	19,7	1,963	
19,8	4,5	19,8	1,963	
19,9	4,5	19,9	1,964	
20	4,5	20	1,964	
20,1	4,5	20,1	1,964	
20,2	4,5	20,2	1,964	
20,3	4,5	20,3	1,965	
20,4	4,5	20,4	1,965	
20,5	4,5	20,5	1,965	
20,6	4,5	20,6	1,966	
20,7	4,5	20,7	1,966	
20,8	4,5	20,8	1,966	
20,9	4,5	20,9	1,966	
21	4,5	21	1,967	
21,1	4,5	21,1	1,967	
21,2	4,5	21,2	1,967	
21,3	4,5	21,3	1,968	
21,4	4,5	21,4	1,968	
21,5	4,5	21,5	1,968	
21,6	4,5	21,6	1,968	
21,7	4,5	21,7	1,969	
21,8	4,5	21,8	1,969	
21,9	4,5	21,9	1,969	
22	4,5	22	1,969	
22,1	4,5	22,1	1,97	
22,2	4,5	22,2	1,97	
22,3	4,5	22,3	1,97	
22,4	4,5	22,4	1,97	
22,5	4,5	22,5	1,971	
22,6	4,5	22,6	1,971	
22,7	4,5	22,7	1,971	
22,8	4,5	22,8	1,971	
22,9	4,5	22,9	1,972	
23	4,5	23	1,972	
23,1	4,5	23,1	1,972	
23,2	4,5	23,2	1,972	
23,3	4,5	23,3	1,972	
23,4	4,5	23,4	1,973	
23,5	4,5	23,5	1,973	
23,6	4,5	23,6	1,973	
23,7	4,5	23,7	1,973	
23,8	4,5	23,8	1,974	
23,9	4,5	23,9	1,974	
24	4,5	24	1,974	
24,1	4,5	24,1	1,974	
24,2	4,5	24,2	1,974	
24,3	4,5	24,3	1,975	
24,4	4,5	24,4	1,975	
24,5	4,5	24,5	1,975	
24,6	4,5	24,6	1,975	
24,7	4,5	24,7	1,975	
24,8	4,5	24,8	1,976	
24,9	4,5	24,9	1,976	
25	4,5	25	1,976	
25,1	4,5	25,1	1,976	
25,2	4,5	25,2	1,976	
25,3	4,5	25,3	1,977	
25,4	4,5	25,4	1,977	
25,5	4,5	25,5	1,977	
25,6	4,5	25,6	1,977	
25,7	4,5	25,7	1,977	
25,8	4,5	25,8	1,978	
25,9	4,5	25,9	1,978	
26	4,5	26	1,978	
26,1	4,5	26,1	1,978	
26,2	4,5	26,2	1,978	
26,3	4,5	26,3	1,978	
26,4	4,5	26,4	1,979	
26,5	4,5	26,5	1,979	
26,6	4,5	26,6	1,979	
26,7	4,5	26,7	1,979	
26,8	4,5	26,8	1,979	
26,9	4,5	26,9	1,98	
27	4,5	27	1,98	
27,1	4,5	27,1	1,98	
27,2	4,5	27,2	1,98	
27,3	4,5	27,3	1,98	
27,4	4,5	27,4	1,98	
27,5	4,5	27,5	1,981	
27,6	4,5	27,6	1,981	
27,7	4,5	27,7	1,981	
27,8	4,5	27,8	1,981	
27,9	4,5	27,9	1,981	
28	4,5	28	1,981	
28,1	4,5	28,1	1,981	
28,2	4,5	28,2	1,982	
28,3	4,5	28,3	1,982	
28,4	4,5	28,4	1,982	
28,5	4,5	28,5	1,982	
28,6	4,5	28,6	1,982	
28,7	4,5	28,7	1,982	
28,8	4,5	28,8	1,982	
28,9	4,5	28,9	1,983	
29	4,5	29	1,983	
29,1	4,5	29,1	1,983	
29,2	4,5	29,2	1,983	
29,3	4,5	29,3	1,983	
29,4	4,5	29,4	1,983	
29,5	4,5	29,5	1,983	
29,6	4,5	29,6	1,984	
29,7	4,5	29,7	1,984	
29,8	4,5	29,8	1,984	
29,9	4,5	29,9	1,984	
30	4,5	30	1,984	
30,1	4,5	30,1	1,984	
30,2	4,5	30,2	1,984	
30,3	4,5	30,3	1,985	
30,4	4,5	30,4	1,985	
30,5	4,5	30,5	1,985	
30,6	4,5	30,6	1,985	
30,7	4,5	30,7	1,985	
30,8	4,5	30,8	1,985	
30,9	4,5	30,9	1,985	
31	4,5	31	1,985	
31,1	4,5	31,1	1,985	
31,2	4,5	31,2	1,986	
31,3	4,5	31,3	1,986	
31,4	4,5	31,4	1,986	
31,5	4,5	31,5	1,986	
31,6	4,5	31,6	1,986	
31,7	4,5	31,7	1,986	
31,8	4,5	31,8	1,986	
31,9	4,5	31,9	1,986	
32	4,5	32	1,987	
32,1	4,5	32,1	1,987	
32,2	4,5	32,2	1,987	
32,3	4,5	32,3	1,987	
32,4	4,5	32,4	1,987	
32,5	4,5	32,5	1,987	
32,6	4,5	32,6	1,987	
32,7	4,5	32,7	1,987	
32,8	4,5	32,8	1,987	
32,9	4,5	32,9	1,987	
33	4,5	33	1,988	
33,1	4,5	33,1	1,988	
33,2	4,5	33,2	1,988	
33,3	4,5	33,3	1,988	
33,4	4,5	33,4	1,988	
33,5	4,5	33,5	1,988	
33,6	4,5	33,6	1,988	
33,7	4,5	33,7	1,988	
33,8	4,5	33,8	1,988	
33,9	4,5	33,9	1,988	
34	4,5	34	1,989	
34,1	4,5	34,1	1,989	
34,2	4,5	34,2	1,989	
34,3	4,5	34,3	1,989	
34,4	4,5	34,4	1,989	
34,5	4,5	34,5	1,989	
34,6	4,5	34,6	1,989	
34,7	4,5	34,7	1,989	
34,8	4,5	34,8	1,989	
34,9	4,5	34,9	1,989	
35	4,5	35	1,989	
35,1	4,5	35,1	1,99	
35,2	4,5	35,2	1,99	
35,3	4,5	35,3	1,99	
35,4	4,5	35,4	1,99	
35,5	4,5	35,5	1,99	
35,6	4,5	35,6	1,99	
35,7	4,5	35,7	1,99	
35,8	4,5	35,8	1,99	
35,9	4,5	35,9	1,99	
36	4,5	36	1,99	
36,1	4,5	36,1	1,99	
36,2	4,5	36,2	1,99	
36,3	4,5	36,3	1,991	
36,4	4,5	36,4	1,991	
36,5	4,5	36,5	1,991	
36,6	4,5	36,6	1,991	
36,7	4,5	36,7	1,991	
36,8	4,5	36,8	1,991	
36,9	4,5	36,9	1,991	
37	4,5	37	1,991	
37,1	4,5	37,1	1,991	
37,2	4,5	37,2	1,991	
37,3	4,5	37,3	1,991	
37,4	4,5	37,4	1,991	
37,5	4,5	37,5	1,991	
37,6	4,5	37,6	1,991	
37,7	4,5	37,7	1,992	
37,8	4,5	37,8	1,992	
37,9	4,5	37,9	1,992	
38	4,5	38	1,992	
38,1	4,5	38,1	1,992	
38,2	4,5	38,2	1,992	
38,3	4,5	38,3	1,992	
38,4	4,5	38,4	1,992	
38,5	4,5	38,5	1,992	
38,6	4,5	38,6	1,992	
38,7	4,5	38,7	1,992	
38,8	4,5	38,8	1,992	
38,9	4,5	38,9	1,992	
39	4,5	39	1,992	
39,1	4,5	39,1	1,992	
39,2	4,5	39,2	1,993	
39,3	4,5	39,3	1,993	
39,4	4,5	39,4	1,993	
39,5	4,5	39,5	1,993	
39,6	4,5	39,6	1,993	
39,7	4,5	39,7	1,993	
39,8	4,5	39,8	1,993	
39,9	4,5	39,9	1,993	
40	4,5	40	1,993	
40,1	4,5	40,1	1,993	
40,2	4,5	40,2	1,993	
40,3	4,5	40,3	1,993	
40,4	4,5	40,4	1,993	
40,5	4,5	40,5	1,993	
40,6	4,5	40,6	1,993	
40,7	4,5	40,7	1,993	
40,8	4,5	40,8	1,993	
40,9	4,5	40,9	1,993	
41	4,5	41	1,994	
41,1	4,5	41,1	1,994	
41,2	4,5	41,2	1,994	
41,3	4,5	41,3	1,994	
41,4	4,5	41,4	1,994	
41,5	4,5	41,5	1,994	
41,6	4,5	41,6	1,994	
41,7	4,5	41,7	1,994	
41,8	4,5	41,8	1,994	
41,9	4,5	41,9	1,994	
42	4,5	42	1,994	
42,1	4,5	42,1	1,994	
42,2	4,5	42,2	1,994	
42,3	4,5	42,3	1,994	
42,4	4,5	42,4	1,994	
42,5	4,5	42,5	1,994	
42,6	4,5	42,6	1,994	
42,7	4,5	42,7	1,994	
42,8	4,5	42,8	1,994	
42,9	4,5	42,9	1,994	
43	4,5	43	1,995	
43,1	4,5	43,1	1,995	
43,2	4,5	43,2	1,995	
43,3	4,5	43,3	1,995	
43,4	4,5	43,4	1,995	
43,5	4,5	43,5	1,995	
43,6	4,5	43,6	1,995	
43,7	4,5	43,7	1,995	
43,8	4,5	43,8	1,995	
43,9	4,5	43,9	1,995	
44	4,5	44	1,995	
44,1	4,5	44,1	1,995	
44,2	4,5	44,2	1,995	
44,3	4,5	44,3	1,995	
44,4	4,5	44,4	1,995	
44,5	4,5	44,5	1,995	
44,6	4,5	44,6	1,995	
44,7	4,5	44,7	1,995	
44,8	4,5	44,8	1,995	
44,9	4,5	44,9	1,995	
45	4,5	45	1,995	
45,1	4,5	45,1	1,995	
45,2	4,5	45,2	1,995	
45,3	4,5	45,3	1,994	
45,4	4,5	45,4	1,994	
45,5	4,5	45,5	1,992	
45,6	4,5	45,6	1,991	
45,7	4,5	45,7	1,989	
45,8	4,5	45,8	1,988	
45,9	4,5	45,9	1,985	
46	4,5	46	1,983	
46,1	4,5	46,1	1,981	
46,2	4,5	46,2	1,978	
46,3	4,5	46,3	1,975	
46,4	4,5	46,4	1,972	
46,5	4,5	46,5	1,969	
46,6	4,5	46,6	1,966	
46,7	4,5	46,7	1,962	
46,8	4,5	46,8	1,959	
46,9	4,5	46,9	1,955	
47	4,5	47	1,951	
47,1	4,5	47,1	1,948	
47,2	4,5	47,2	1,944	
47,3	4,5	47,3	1,94	
47,4	4,5	47,4	1,935	
47,5	4,5	47,5	1,931	
47,6	4,5	47,6	1,927	
47,7	4,5	47,7	1,923	
47,8	4,5	47,8	1,918	
47,9	4,5	47,9	1,914	
48	4,5	48	1,909	
48,1	4,5	48,1	1,905	
48,2	4,5	48,2	1,9	
48,3	4,5	48,3	1,895	
48,4	4,5	48,4	1,891	
48,5	4,5	48,5	1,886	
48,6	4,5	48,6	1,881	
48,7	4,5	48,7	1,876	
48,8	4,5	48,8	1,872	
48,9	4,5	48,9	1,867	
49	4,5	49	1,862	
49,1	4,5	49,1	1,857	
49,2	4,5	49,2	1,852	
49,3	4,5	49,3	1,847	
49,4	4,5	49,4	1,842	
49,5	4,5	49,5	1,837	
49,6	4,5	49,6	1,832	
49,7	4,5	49,7	1,828	
49,8	4,5	49,8	1,823	
49,9	4,5	49,9	1,818	
50	4,5	50	1,813	
50,1	4,5	50,1	1,808	
50,2	4,5	50,2	1,803	
50,3	4,5	50,3	1,798	
50,4	4,5	50,4	1,793	
50,5	4,5	50,5	1,788	
50,6	4,5	50,6	1,783	
50,7	4,5	50,7	1,778	
50,8	4,5	50,8	1,773	
50,9	4,5	50,9	1,769	
51	4,5	51	1,764	
51,1	4,5	51,1	1,759	
51,2	4,5	51,2	1,754	
51,3	4,5	51,3	1,749	
51,4	4,5	51,4	1,744	
51,5	4,5	51,5	1,74	
51,6	4,5	51,6	1,735	
51,7	4,5	51,7	1,73	
51,8	4,5	51,8	1,725	
51,9	4,5	51,9	1,721	
52	4,5	52	1,716	
52,1	4,5	52,1	1,711	
52,2	4,5	52,2	1,707	
52,3	4,5	52,3	1,702	
52,4	4,5	52,4	1,697	
52,5	4,5	52,5	1,693	
52,6	4,5	52,6	1,688	
52,7	4,5	52,7	1,684	
52,8	4,5	52,8	1,679	
52,9	4,5	52,9	1,675	
53	4,5	53	1,67	
53,1	4,5	53,1	1,666	
53,2	4,5	53,2	1,661	
53,3	4,5	53,3	1,657	
53,4	4,5	53,4	1,653	
53,5	4,5	53,5	1,648	
53,6	4,5	53,6	1,644	
53,7	4,5	53,7	1,64	
53,8	4,5	53,8	1,635	
53,9	4,5	53,9	1,631	
54	4,5	54	1,627	
54,1	4,5	54,1	1,623	
54,2	4,5	54,2	1,619	
54,3	4,5	54,3	1,615	
54,4	4,5	54,4	1,61	
54,5	4,5	54,5	1,606	
54,6	4,5	54,6	1,602	
54,7	4,5	54,7	1,598	
54,8	4,5	54,8	1,594	
54,9	4,5	54,9	1,59	
55	4,5	55	1,586	
55,1	4,5	55,1	1,583	
55,2	4,5	55,2	1,579	
55,3	4,5	55,3	1,575	
55,4	4,5	55,4	1,571	
55,5	4,5	55,5	1,567	
55,6	4,5	55,6	1,563	
55,7	4,5	55,7	1,56	
55,8	4,5	55,8	1,556	
55,9	4,5	55,9	1,552	
56	4,5	56	1,549	
56,1	4,5	56,1	1,545	
56,2	4,5	56,2	1,541	
56,3	4,5	56,3	1,538	
56,4	4,5	56,4	1,534	
56,5	4,5	56,5	1,531	
56,6	4,5	56,6	1,527	
56,7	4,5	56,7	1,524	
56,8	4,5	56,8	1,52	
56,9	4,5	56,9	1,517	
57	4,5	57	1,514	
57,1	4,5	57,1	1,51	
57,2	4,5	57,2	1,507	
57,3	4,5	57,3	1,504	
57,4	4,5	57,4	1,501	
57,5	4,5	57,5	1,497	
57,6	4,5	57,6	1,494	
57,7	4,5	57,7	1,491	
57,8	4,5	57,8	1,488	
57,9	4,5	57,9	1,485	
58	4,5	58	1,482	
58,1	4,5	58,1	1,478	
58,2	4,5	58,2	1,475	
58,3	4,5	58,3	1,472	
58,4	4,5	58,4	1,469	
58,5	4,5	58,5	1,466	
58,6	4,5	58,6	1,463	
58,7	4,5	58,7	1,461	
58,8	4,5	58,8	1,458	
58,9	4,5	58,9	1,455	
59	4,5	59	1,452	
59,1	4,5	59,1	1,449	
59,2	4,5	59,2	1,446	
59,3	4,5	59,3	1,444	
59,4	4,5	59,4	1,441	
59,5	4,5	59,5	1,438	
59,6	4,5	59,6	1,436	
59,7	4,5	59,7	1,433	
59,8	4,5	59,8	1,43	
59,9	4,5	59,9	1,428	
60	4,5	60	1,425	
60,1	4,5	60,1	1,423	
60,2	4,5	60,2	1,42	
60,3	4,5	60,3	1,419	
60,4	4,5	60,4	1,418	
60,5	4,5	60,5	1,417	
60,6	4,5	60,6	1,416	
60,7	4,5	60,7	1,416	
60,8	4,5	60,8	1,417	
60,9	4,5	60,9	1,417	
61	4,5	61	1,418	
61,1	4,5	61,1	1,419	
61,2	4,5	61,2	1,421	
61,3	4,5	61,3	1,422	
61,4	4,5	61,4	1,424	
61,5	4,5	61,5	1,426	
61,6	4,5	61,6	1,429	
61,7	4,5	61,7	1,431	
61,8	4,5	61,8	1,434	
61,9	4,5	61,9	1,437	
62	4,5	62	1,44	
62,1	4,5	62,1	1,443	
62,2	4,5	62,2	1,446	
62,3	4,5	62,3	1,449	
62,4	4,5	62,4	1,453	
62,5	4,5	62,5	1,456	
62,6	4,5	62,6	1,46	
62,7	4,5	62,7	1,463	
62,8	4,5	62,8	1,467	
62,9	4,5	62,9	1,471	
63	4,5	63	1,475	
63,1	4,5	63,1	1,479	
63,2	4,5	63,2	1,483	
63,3	4,5	63,3	1,486	
63,4	4,5	63,4	1,49	
63,5	4,5	63,5	1,494	
63,6	4,5	63,6	1,499	
63,7	4,5	63,7	1,503	
63,8	4,5	63,8	1,507	
63,9	4,5	63,9	1,511	
64	4,5	64	1,515	
64,1	4,5	64,1	1,519	
64,2	4,5	64,2	1,523	
64,3	4,5	64,3	1,527	
64,4	4,5	64,4	1,531	
64,5	4,5	64,5	1,535	
64,6	4,5	64,6	1,539	
64,7	4,5	64,7	1,543	
64,8	4,5	64,8	1,547	
64,9	4,5	64,9	1,551	
65	4,5	65	1,555	
65,1	4,5	65,1	1,559	
65,2	4,5	65,2	1,563	
65,3	4,5	65,3	1,567	
65,4	4,5	65,4	1,571	
65,5	4,5	65,5	1,575	
65,6	4,5	65,6	1,579	
65,7	4,5	65,7	1,583	
65,8	4,5	65,8	1,587	
65,9	4,5	65,9	1,59	
66	4,5	66	1,594	
66,1	4,5	66,1	1,598	
66,2	4,5	66,2	1,602	
66,3	4,5	66,3	1,605	
66,4	4,5	66,4	1,609	
66,5	4,5	66,5	1,613	
66,6	4,5	66,6	1,616	
66,7	4,5	66,7	1,62	
66,8	4,5	66,8	1,623	
66,9	4,5	66,9	1,627	
67	4,5	67	1,63	
67,1	4,5	67,1	1,634	
67,2	4,5	67,2	1,637	
67,3	4,5	67,3	1,641	
67,4	4,5	67,4	1,644	
67,5	4,5	67,5	1,647	
67,6	4,5	67,6	1,651	
67,7	4,5	67,7	1,654	
67,8	4,5	67,8	1,657	
67,9	4,5	67,9	1,66	
68	4,5	68	1,663	
68,1	4,5	68,1	1,667	
68,2	4,5	68,2	1,67	
68,3	4,5	68,3	1,673	
68,4	4,5	68,4	1,676	
68,5	4,5	68,5	1,679	
68,6	4,5	68,6	1,682	
68,7	4,5	68,7	1,685	
68,8	4,5	68,8	1,688	
68,9	4,5	68,9	1,691	
69	4,5	69	1,694	
69,1	4,5	69,1	1,696	
69,2	4,5	69,2	1,699	
69,3	4,5	69,3	1,702	
69,4	4,5	69,4	1,705	
69,5	4,5	69,5	1,708	
69,6	4,5	69,6	1,71	
69,7	4,5	69,7	1,713	
69,8	4,5	69,8	1,716	
69,9	4,5	69,9	1,718	
70	4,5	70	1,721	
70,1	4,5	70,1	1,723	
70,2	4,5	70,2	1,726	
70,3	4,5	70,3	1,729	
70,4	4,5	70,4	1,731	
70,5	4,5	70,5	1,734	
70,6	4,5	70,6	1,736	
70,7	4,5	70,7	1,738	
70,8	4,5	70,8	1,741	
70,9	4,5	70,9	1,743	
71	4,5	71	1,746	
71,1	4,5	71,1	1,748	
71,2	4,5	71,2	1,75	
71,3	4,5	71,3	1,753	
71,4	4,5	71,4	1,755	
71,5	4,5	71,5	1,757	
71,6	4,5	71,6	1,759	
71,7	4,5	71,7	1,761	
71,8	4,5	71,8	1,764	
71,9	4,5	71,9	1,766	
72	4,5	72	1,768	
72,1	4,5	72,1	1,77	
72,2	4,5	72,2	1,772	
72,3	4,5	72,3	1,774	
72,4	4,5	72,4	1,776	
72,5	4,5	72,5	1,778	
72,6	4,5	72,6	1,78	
72,7	4,5	72,7	1,782	
72,8	4,5	72,8	1,784	
72,9	4,5	72,9	1,786	
73	4,5	73	1,788	
73,1	4,5	73,1	1,79	
73,2	4,5	73,2	1,792	
73,3	4,5	73,3	1,794	
73,4	4,5	73,4	1,796	
73,5	4,5	73,5	1,797	
73,6	4,5	73,6	1,799	
73,7	4,5	73,7	1,801	
73,8	4,5	73,8	1,803	
73,9	4,5	73,9	1,805	
74	4,5	74	1,806	
74,1	4,5	74,1	1,808	
74,2	4,5	74,2	1,81	
74,3	4,5	74,3	1,811	
74,4	4,5	74,4	1,813	
74,5	4,5	74,5	1,815	
74,6	4,5	74,6	1,816	
74,7	4,5	74,7	1,818	
74,8	4,5	74,8	1,82	
74,9	4,5	74,9	1,821	
75	4,5	75	1,823	
75,1	4,5	75,1	1,824	
75,2	4,5	75,2	1,826	
75,3	4,5	75,3	1,828	
75,4	4,5	75,4	1,829	
75,5	4,5	75,5	1,831	
75,6	4,5	75,6	1,832	
75,7	4,5	75,7	1,834	
75,8	4,5	75,8	1,835	
75,9	4,5	75,9	1,837	
76	4,5	76	1,838	
76,1	4,5	76,1	1,839	
76,2	4,5	76,2	1,841	
76,3	4,5	76,3	1,842	
76,4	4,5	76,4	1,844	
76,5	4,5	76,5	1,845	
76,6	4,5	76,6	1,846	
76,7	4,5	76,7	1,848	
76,8	4,5	76,8	1,849	
76,9	4,5	76,9	1,85	
77	4,5	77	1,852	
77,1	4,5	77,1	1,853	
77,2	4,5	77,2	1,854	
77,3	4,5	77,3	1,855	
77,4	4,5	77,4	1,857	
77,5	4,5	77,5	1,858	
77,6	4,5	77,6	1,859	
77,7	4,5	77,7	1,86	
77,8	4,5	77,8	1,862	
77,9	4,5	77,9	1,863	
78	4,5	78	1,864	
78,1	4,5	78,1	1,865	
78,2	4,5	78,2	1,866	
78,3	4,5	78,3	1,868	
78,4	4,5	78,4	1,869	
78,5	4,5	78,5	1,87	
78,6	4,5	78,6	1,871	
78,7	4,5	78,7	1,872	
78,8	4,5	78,8	1,873	
78,9	4,5	78,9	1,874	
79	4,5	79	1,875	
79,1	4,5	79,1	1,876	
79,2	4,5	79,2	1,878	
79,3	4,5	79,3	1,879	
79,4	4,5	79,4	1,88	
79,5	4,5	79,5	1,881	
79,6	4,5	79,6	1,882	
79,7	4,5	79,7	1,883	
79,8	4,5	79,8	1,884	
79,9	4,5	79,9	1,885	
80	4,5	80	1,886	
80,1	4,5	80,1	1,887	
80,2	4,5	80,2	1,888	
80,3	4,5	80,3	1,889	
80,4	4,5	80,4	1,89	
80,5	4,5	80,5	1,891	
80,6	4,5	80,6	1,891	
80,7	4,5	80,7	1,892	
80,8	4,5	80,8	1,893	
80,9	4,5	80,9	1,894	
81	4,5	81	1,895	
81,1	4,5	81,1	1,896	
81,2	4,5	81,2	1,897	
81,3	4,5	81,3	1,898	
81,4	4,5	81,4	1,899	
81,5	4,5	81,5	1,9	
81,6	4,5	81,6	1,9	
81,7	4,5	81,7	1,901	
81,8	4,5	81,8	1,902	
81,9	4,5	81,9	1,903	
82	4,5	82	1,904	
82,1	4,5	82,1	1,905	
82,2	4,5	82,2	1,905	
82,3	4,5	82,3	1,906	
82,4	4,5	82,4	1,907	
82,5	4,5	82,5	1,908	
82,6	4,5	82,6	1,909	
82,7	4,5	82,7	1,909	
82,8	4,5	82,8	1,91	
82,9	4,5	82,9	1,911	
83	4,5	83	1,912	
83,1	4,5	83,1	1,912	
83,2	4,5	83,2	1,913	
83,3	4,5	83,3	1,914	
83,4	4,5	83,4	1,915	
83,5	4,5	83,5	1,915	
83,6	4,5	83,6	1,916	
83,7	4,5	83,7	1,917	
83,8	4,5	83,8	1,917	
