Time - u3	Amplitude - u3	Time - f3	Amplitude - f3	
83,9	4,5	83,9	1,918	
84	4,5	84	1,919	
84,1	4,5	84,1	1,919	
84,2	4,5	84,2	1,92	
84,3	4,5	84,3	1,921	
84,4	4,5	84,4	1,922	
84,5	4,5	84,5	1,922	
84,6	4,5	84,6	1,923	
84,7	4,5	84,7	1,923	
84,8	4,5	84,8	1,924	
84,9	4,5	84,9	1,925	
85	4,5	85	1,925	
85,1	4,5	85,1	1,926	
85,2	4,5	85,2	1,927	
85,3	4,5	85,3	1,927	
85,4	4,5	85,4	1,928	
85,5	4,5	85,5	1,928	
85,6	4,5	85,6	1,929	
85,7	4,5	85,7	1,93	
85,8	4,5	85,8	1,93	
85,9	4,5	85,9	1,931	
86	4,5	86	1,931	
86,1	4,5	86,1	1,932	
86,2	4,5	86,2	1,933	
86,3	4,5	86,3	1,933	
86,4	4,5	86,4	1,934	
86,5	4,5	86,5	1,934	
86,6	4,5	86,6	1,935	
86,7	4,5	86,7	1,935	
86,8	4,5	86,8	1,936	
86,9	4,5	86,9	1,936	
87	4,5	87	1,937	
87,1	4,5	87,1	1,937	
87,2	4,5	87,2	1,938	
87,3	4,5	87,3	1,939	
87,4	4,5	87,4	1,939	
87,5	4,5	87,5	1,94	
87,6	4,5	87,6	1,94	
87,7	4,5	87,7	1,941	
87,8	4,5	87,8	1,941	
87,9	4,5	87,9	1,942	
88	4,5	88	1,942	
88,1	4,5	88,1	1,943	
88,2	4,5	88,2	1,943	
88,3	4,5	88,3	1,943	
88,4	4,5	88,4	1,944	
88,5	4,5	88,5	1,944	
88,6	4,5	88,6	1,945	
88,7	4,5	88,7	1,945	
88,8	4,5	88,8	1,946	
88,9	4,5	88,9	1,946	
89	4,5	89	1,947	
89,1	4,5	89,1	1,947	
89,2	4,5	89,2	1,948	
89,3	4,5	89,3	1,948	
89,4	4,5	89,4	1,948	
89,5	4,5	89,5	1,949	
89,6	4,5	89,6	1,949	
89,7	4,5	89,7	1,95	
89,8	4,5	89,8	1,95	
89,9	4,5	89,9	1,951	
90	5,5	90	2,385	
90,1	5,5	90,1	2,381	
90,2	5,5	90,2	2,377	
90,3	5,5	90,3	2,374	
90,4	5,5	90,4	2,371	
90,5	5,5	90,5	2,369	
90,6	5,5	90,6	2,367	
90,7	5,5	90,7	2,366	
90,8	5,5	90,8	2,364	
90,9	5,5	90,9	2,363	
91	5,5	91	2,363	
91,1	5,5	91,1	2,362	
91,2	5,5	91,2	2,362	
91,3	5,5	91,3	2,362	
91,4	5,5	91,4	2,362	
91,5	5,5	91,5	2,363	
91,6	5,5	91,6	2,364	
91,7	5,5	91,7	2,364	
91,8	5,5	91,8	2,366	
91,9	5,5	91,9	2,367	
92	5,5	92	2,368	
92,1	5,5	92,1	2,37	
92,2	5,5	92,2	2,371	
92,3	5,5	92,3	2,373	
92,4	5,5	92,4	2,375	
92,5	5,5	92,5	2,377	
92,6	5,5	92,6	2,379	
92,7	5,5	92,7	2,381	
92,8	5,5	92,8	2,383	
92,9	5,5	92,9	2,385	
93	5,5	93	2,388	
93,1	5,5	93,1	2,39	
93,2	5,5	93,2	2,393	
93,3	5,5	93,3	2,395	
93,4	5,5	93,4	2,398	
93,5	5,5	93,5	2,4	
93,6	5,5	93,6	2,403	
93,7	5,5	93,7	2,406	
93,8	5,5	93,8	2,409	
93,9	5,5	93,9	2,411	
94	5,5	94	2,414	
94,1	5,5	94,1	2,417	
94,2	5,5	94,2	2,42	
94,3	5,5	94,3	2,423	
94,4	5,5	94,4	2,426	
94,5	5,5	94,5	2,429	
94,6	5,5	94,6	2,432	
94,7	5,5	94,7	2,434	
94,8	5,5	94,8	2,437	
94,9	5,5	94,9	2,44	
95	5,5	95	2,443	
95,1	5,5	95,1	2,446	
95,2	5,5	95,2	2,449	
95,3	5,5	95,3	2,452	
95,4	5,5	95,4	2,455	
95,5	5,5	95,5	2,458	
95,6	5,5	95,6	2,461	
95,7	5,5	95,7	2,464	
95,8	5,5	95,8	2,466	
95,9	5,5	95,9	2,469	
96	5,5	96	2,472	
96,1	5,5	96,1	2,475	
96,2	5,5	96,2	2,478	
96,3	5,5	96,3	2,481	
96,4	5,5	96,4	2,483	
96,5	5,5	96,5	2,486	
96,6	5,5	96,6	2,489	
96,7	5,5	96,7	2,492	
96,8	5,5	96,8	2,495	
96,9	5,5	96,9	2,497	
97	5,5	97	2,5	
97,1	5,5	97,1	2,503	
97,2	5,5	97,2	2,505	
97,3	5,5	97,3	2,508	
97,4	5,5	97,4	2,511	
97,5	5,5	97,5	2,513	
97,6	5,5	97,6	2,516	
97,7	5,5	97,7	2,518	
97,8	5,5	97,8	2,521	
97,9	5,5	97,9	2,524	
98	5,5	98	2,526	
98,1	5,5	98,1	2,529	
98,2	5,5	98,2	2,531	
98,3	5,5	98,3	2,533	
98,4	5,5	98,4	2,536	
98,5	5,5	98,5	2,538	
98,6	5,5	98,6	2,541	
98,7	5,5	98,7	2,543	
98,8	5,5	98,8	2,545	
98,9	5,5	98,9	2,548	
99	5,5	99	2,55	
99,1	5,5	99,1	2,552	
99,2	5,5	99,2	2,555	
99,3	5,5	99,3	2,557	
99,4	5,5	99,4	2,559	
99,5	5,5	99,5	2,561	
99,6	5,5	99,6	2,564	
99,7	5,5	99,7	2,566	
99,8	5,5	99,8	2,568	
99,9	5,5	99,9	2,57	
100	5,5	100	2,572	
100,1	5,5	100,1	2,574	
100,2	5,5	100,2	2,576	
100,3	5,5	100,3	2,578	
100,4	5,5	100,4	2,58	
100,5	5,5	100,5	2,582	
100,6	5,5	100,6	2,584	
100,7	5,5	100,7	2,586	
100,8	5,5	100,8	2,588	
100,9	5,5	100,9	2,59	
101	5,5	101	2,592	
101,1	5,5	101,1	2,594	
101,2	5,5	101,2	2,596	
101,3	5,5	101,3	2,598	
101,4	5,5	101,4	2,6	
101,5	5,5	101,5	2,602	
101,6	5,5	101,6	2,604	
101,7	5,5	101,7	2,605	
101,8	5,5	101,8	2,607	
101,9	5,5	101,9	2,609	
102	5,5	102	2,611	
102,1	5,5	102,1	2,612	
102,2	5,5	102,2	2,614	
102,3	5,5	102,3	2,616	
102,4	5,5	102,4	2,617	
102,5	5,5	102,5	2,619	
102,6	5,5	102,6	2,621	
102,7	5,5	102,7	2,622	
102,8	5,5	102,8	2,624	
102,9	5,5	102,9	2,626	
103	5,5	103	2,627	
103,1	5,5	103,1	2,629	
103,2	5,5	103,2	2,63	
103,3	5,5	103,3	2,632	
103,4	5,5	103,4	2,634	
103,5	5,5	103,5	2,635	
103,6	5,5	103,6	2,637	
103,7	5,5	103,7	2,638	
103,8	5,5	103,8	2,64	
103,9	5,5	103,9	2,641	
104	5,5	104	2,642	
104,1	5,5	104,1	2,644	
104,2	5,5	104,2	2,645	
104,3	5,5	104,3	2,647	
104,4	5,5	104,4	2,648	
104,5	5,5	104,5	2,649	
104,6	5,5	104,6	2,651	
104,7	5,5	104,7	2,652	
104,8	5,5	104,8	2,654	
104,9	5,5	104,9	2,655	
105	5,5	105	2,656	
105,1	5,5	105,1	2,658	
105,2	5,5	105,2	2,659	
105,3	5,5	105,3	2,66	
105,4	5,5	105,4	2,661	
105,5	5,5	105,5	2,663	
105,6	5,5	105,6	2,664	
105,7	5,5	105,7	2,665	
105,8	5,5	105,8	2,666	
105,9	5,5	105,9	2,668	
106	5,5	106	2,669	
106,1	5,5	106,1	2,67	
106,2	5,5	106,2	2,671	
106,3	5,5	106,3	2,672	
106,4	5,5	106,4	2,673	
106,5	5,5	106,5	2,675	
106,6	5,5	106,6	2,676	
106,7	5,5	106,7	2,677	
106,8	5,5	106,8	2,678	
106,9	5,5	106,9	2,679	
107	5,5	107	2,68	
107,1	5,5	107,1	2,681	
107,2	5,5	107,2	2,682	
107,3	5,5	107,3	2,683	
107,4	5,5	107,4	2,684	
107,5	5,5	107,5	2,685	
107,6	5,5	107,6	2,686	
107,7	5,5	107,7	2,687	
107,8	5,5	107,8	2,689	
107,9	5,5	107,9	2,69	
108	5,5	108	2,691	
108,1	5,5	108,1	2,691	
108,2	5,5	108,2	2,692	
108,3	5,5	108,3	2,693	
108,4	5,5	108,4	2,694	
108,5	5,5	108,5	2,695	
108,6	5,5	108,6	2,696	
108,7	5,5	108,7	2,697	
108,8	5,5	108,8	2,698	
108,9	5,5	108,9	2,699	
109	5,5	109	2,7	
109,1	5,5	109,1	2,701	
109,2	5,5	109,2	2,702	
109,3	5,5	109,3	2,703	
109,4	5,5	109,4	2,703	
109,5	5,5	109,5	2,704	
109,6	5,5	109,6	2,705	
109,7	5,5	109,7	2,706	
109,8	5,5	109,8	2,707	
109,9	5,5	109,9	2,708	
110	5,5	110	2,709	
110,1	5,5	110,1	2,709	
110,2	5,5	110,2	2,71	
110,3	5,5	110,3	2,711	
110,4	5,5	110,4	2,712	
110,5	5,5	110,5	2,713	
110,6	5,5	110,6	2,713	
110,7	5,5	110,7	2,714	
110,8	5,5	110,8	2,715	
110,9	5,5	110,9	2,716	
111	5,5	111	2,716	
111,1	5,5	111,1	2,717	
111,2	5,5	111,2	2,718	
111,3	5,5	111,3	2,719	
111,4	5,5	111,4	2,719	
111,5	5,5	111,5	2,72	
111,6	5,5	111,6	2,721	
111,7	5,5	111,7	2,721	
111,8	5,5	111,8	2,722	
111,9	5,5	111,9	2,723	
112	5,5	112	2,724	
112,1	5,5	112,1	2,724	
112,2	5,5	112,2	2,725	
112,3	5,5	112,3	2,726	
112,4	5,5	112,4	2,726	
112,5	5,5	112,5	2,727	
112,6	5,5	112,6	2,728	
112,7	5,5	112,7	2,728	
112,8	5,5	112,8	2,729	
112,9	5,5	112,9	2,729	
113	5,5	113	2,73	
113,1	5,5	113,1	2,731	
113,2	5,5	113,2	2,731	
113,3	5,5	113,3	2,732	
113,4	5,5	113,4	2,732	
113,5	5,5	113,5	2,733	
113,6	5,5	113,6	2,734	
113,7	5,5	113,7	2,734	
113,8	5,5	113,8	2,735	
113,9	5,5	113,9	2,735	
114	5,5	114	2,736	
114,1	5,5	114,1	2,737	
114,2	5,5	114,2	2,737	
114,3	5,5	114,3	2,738	
114,4	5,5	114,4	2,738	
114,5	5,5	114,5	2,739	
114,6	5,5	114,6	2,739	
114,7	5,5	114,7	2,74	
114,8	5,5	114,8	2,74	
114,9	5,5	114,9	2,741	
115	5,5	115	2,741	
115,1	5,5	115,1	2,742	
115,2	5,5	115,2	2,742	
115,3	5,5	115,3	2,743	
115,4	5,5	115,4	2,743	
115,5	5,5	115,5	2,744	
115,6	5,5	115,6	2,744	
115,7	5,5	115,7	2,745	
115,8	5,5	115,8	2,745	
115,9	5,5	115,9	2,746	
116	5,5	116	2,746	
116,1	5,5	116,1	2,747	
116,2	5,5	116,2	2,747	
116,3	5,5	116,3	2,748	
116,4	5,5	116,4	2,748	
116,5	5,5	116,5	2,749	
116,6	5,5	116,6	2,749	
116,7	5,5	116,7	2,75	
116,8	5,5	116,8	2,75	
116,9	5,5	116,9	2,751	
117	5,5	117	2,751	
117,1	5,5	117,1	2,751	
117,2	5,5	117,2	2,752	
117,3	5,5	117,3	2,752	
117,4	5,5	117,4	2,753	
117,5	5,5	117,5	2,753	
117,6	5,5	117,6	2,753	
117,7	5,5	117,7	2,754	
117,8	5,5	117,8	2,754	
117,9	5,5	117,9	2,755	
118	5,5	118	2,755	
118,1	5,5	118,1	2,755	
118,2	5,5	118,2	2,756	
118,3	5,5	118,3	2,756	
118,4	5,5	118,4	2,757	
118,5	5,5	118,5	2,757	
118,6	5,5	118,6	2,757	
118,7	5,5	118,7	2,758	
118,8	5,5	118,8	2,758	
118,9	5,5	118,9	2,759	
119	5,5	119	2,759	
119,1	5,5	119,1	2,759	
119,2	5,5	119,2	2,76	
119,3	5,5	119,3	2,76	
119,4	5,5	119,4	2,76	
119,5	5,5	119,5	2,761	
119,6	5,5	119,6	2,761	
119,7	5,5	119,7	2,761	
119,8	5,5	119,8	2,762	
119,9	5,5	119,9	2,762	
120	5,5	120	2,762	
120,1	5,5	120,1	2,763	
120,2	5,5	120,2	2,763	
120,3	5,5	120,3	2,762	
120,4	5,5	120,4	2,762	
120,5	5,5	120,5	2,761	
120,6	5,5	120,6	2,759	
120,7	5,5	120,7	2,758	
120,8	5,5	120,8	2,756	
120,9	5,5	120,9	2,754	
121	5,5	121	2,752	
121,1	5,5	121,1	2,75	
121,2	5,5	121,2	2,747	
121,3	5,5	121,3	2,744	
121,4	5,5	121,4	2,741	
121,5	5,5	121,5	2,738	
121,6	5,5	121,6	2,735	
121,7	5,5	121,7	2,732	
121,8	5,5	121,8	2,728	
121,9	5,5	121,9	2,724	
122	5,5	122	2,721	
122,1	5,5	122,1	2,717	
122,2	5,5	122,2	2,713	
122,3	5,5	122,3	2,709	
122,4	5,5	122,4	2,705	
122,5	5,5	122,5	2,7	
122,6	5,5	122,6	2,696	
122,7	5,5	122,7	2,692	
122,8	5,5	122,8	2,687	
122,9	5,5	122,9	2,683	
123	5,5	123	2,678	
123,1	5,5	123,1	2,674	
123,2	5,5	123,2	2,669	
123,3	5,5	123,3	2,664	
123,4	5,5	123,4	2,66	
123,5	5,5	123,5	2,655	
123,6	5,5	123,6	2,65	
123,7	5,5	123,7	2,645	
123,8	5,5	123,8	2,641	
123,9	5,5	123,9	2,636	
124	5,5	124	2,631	
124,1	5,5	124,1	2,626	
124,2	5,5	124,2	2,621	
124,3	5,5	124,3	2,616	
124,4	5,5	124,4	2,611	
124,5	5,5	124,5	2,607	
124,6	5,5	124,6	2,602	
124,7	5,5	124,7	2,597	
124,8	5,5	124,8	2,592	
124,9	5,5	124,9	2,587	
125	5,5	125	2,582	
125,1	5,5	125,1	2,577	
125,2	5,5	125,2	2,572	
125,3	5,5	125,3	2,567	
125,4	5,5	125,4	2,563	
125,5	5,5	125,5	2,558	
125,6	5,5	125,6	2,553	
125,7	5,5	125,7	2,548	
125,8	5,5	125,8	2,543	
125,9	5,5	125,9	2,538	
126	5,5	126	2,534	
126,1	5,5	126,1	2,529	
126,2	5,5	126,2	2,524	
126,3	5,5	126,3	2,52	
126,4	5,5	126,4	2,515	
126,5	5,5	126,5	2,51	
126,6	5,5	126,6	2,506	
126,7	5,5	126,7	2,501	
126,8	5,5	126,8	2,496	
126,9	5,5	126,9	2,492	
127	5,5	127	2,487	
127,1	5,5	127,1	2,483	
127,2	5,5	127,2	2,478	
127,3	5,5	127,3	2,474	
127,4	5,5	127,4	2,469	
127,5	5,5	127,5	2,465	
127,6	5,5	127,6	2,46	
127,7	5,5	127,7	2,456	
127,8	5,5	127,8	2,452	
127,9	5,5	127,9	2,447	
128	5,5	128	2,443	
128,1	5,5	128,1	2,439	
128,2	5,5	128,2	2,435	
128,3	5,5	128,3	2,43	
128,4	5,5	128,4	2,426	
128,5	5,5	128,5	2,422	
128,6	5,5	128,6	2,418	
128,7	5,5	128,7	2,414	
128,8	5,5	128,8	2,41	
128,9	5,5	128,9	2,406	
129	5,5	129	2,402	
129,1	5,5	129,1	2,398	
129,2	5,5	129,2	2,394	
129,3	5,5	129,3	2,39	
129,4	5,5	129,4	2,386	
129,5	5,5	129,5	2,382	
129,6	5,5	129,6	2,378	
129,7	5,5	129,7	2,375	
129,8	5,5	129,8	2,371	
129,9	5,5	129,9	2,367	
130	5,5	130	2,363	
130,1	5,5	130,1	2,36	
130,2	5,5	130,2	2,356	
130,3	5,5	130,3	2,352	
130,4	5,5	130,4	2,349	
130,5	5,5	130,5	2,345	
130,6	5,5	130,6	2,342	
130,7	5,5	130,7	2,338	
130,8	5,5	130,8	2,335	
130,9	5,5	130,9	2,331	
131	5,5	131	2,328	
131,1	5,5	131,1	2,325	
131,2	5,5	131,2	2,321	
131,3	5,5	131,3	2,318	
131,4	5,5	131,4	2,315	
131,5	5,5	131,5	2,311	
131,6	5,5	131,6	2,308	
131,7	5,5	131,7	2,305	
131,8	5,5	131,8	2,302	
131,9	5,5	131,9	2,298	
132	5,5	132	2,295	
132,1	5,5	132,1	2,292	
132,2	5,5	132,2	2,289	
132,3	5,5	132,3	2,286	
132,4	5,5	132,4	2,283	
132,5	5,5	132,5	2,28	
132,6	5,5	132,6	2,277	
132,7	5,5	132,7	2,274	
132,8	5,5	132,8	2,271	
132,9	5,5	132,9	2,268	
133	5,5	133	2,266	
133,1	5,5	133,1	2,263	
133,2	5,5	133,2	2,26	
133,3	5,5	133,3	2,257	
133,4	5,5	133,4	2,254	
133,5	5,5	133,5	2,252	
133,6	5,5	133,6	2,249	
133,7	5,5	133,7	2,246	
133,8	5,5	133,8	2,244	
133,9	5,5	133,9	2,241	
134	5,5	134	2,238	
134,1	5,5	134,1	2,236	
134,2	5,5	134,2	2,233	
134,3	5,5	134,3	2,231	
134,4	5,5	134,4	2,228	
134,5	5,5	134,5	2,226	
134,6	5,5	134,6	2,223	
134,7	5,5	134,7	2,221	
134,8	5,5	134,8	2,219	
134,9	5,5	134,9	2,216	
135	5,5	135	2,214	
135,1	5,5	135,1	2,211	
135,2	5,5	135,2	2,209	
135,3	5,5	135,3	2,206	
135,4	5,5	135,4	2,202	
135,5	5,5	135,5	2,198	
135,6	5,5	135,6	2,194	
135,7	5,5	135,7	2,19	
135,8	5,5	135,8	2,185	
135,9	5,5	135,9	2,18	
136	5,5	136	2,174	
136,1	5,5	136,1	2,169	
136,2	5,5	136,2	2,163	
136,3	5,5	136,3	2,157	
136,4	5,5	136,4	2,151	
136,5	5,5	136,5	2,145	
136,6	5,5	136,6	2,138	
136,7	5,5	136,7	2,132	
136,8	5,5	136,8	2,125	
136,9	5,5	136,9	2,118	
137	5,5	137	2,111	
137,1	5,5	137,1	2,104	
137,2	5,5	137,2	2,096	
137,3	5,5	137,3	2,089	
137,4	5,5	137,4	2,082	
137,5	5,5	137,5	2,074	
137,6	5,5	137,6	2,066	
137,7	5,5	137,7	2,059	
137,8	5,5	137,8	2,051	
137,9	5,5	137,9	2,043	
138	5,5	138	2,035	
138,1	5,5	138,1	2,027	
138,2	5,5	138,2	2,02	
138,3	5,5	138,3	2,012	
138,4	5,5	138,4	2,004	
138,5	5,5	138,5	1,995	
138,6	5,5	138,6	1,987	
138,7	5,5	138,7	1,979	
138,8	5,5	138,8	1,971	
138,9	5,5	138,9	1,963	
139	5,5	139	1,955	
139,1	5,5	139,1	1,947	
139,2	5,5	139,2	1,939	
139,3	5,5	139,3	1,931	
139,4	5,5	139,4	1,923	
139,5	5,5	139,5	1,915	
139,6	5,5	139,6	1,907	
139,7	5,5	139,7	1,899	
139,8	5,5	139,8	1,891	
139,9	5,5	139,9	1,883	
140	5,5	140	1,875	
140,1	5,5	140,1	1,867	
140,2	5,5	140,2	1,859	
140,3	5,5	140,3	1,851	
140,4	5,5	140,4	1,843	
140,5	5,5	140,5	1,835	
140,6	5,5	140,6	1,828	
140,7	5,5	140,7	1,82	
140,8	5,5	140,8	1,812	
140,9	5,5	140,9	1,805	
141	5,5	141	1,797	
141,1	5,5	141,1	1,789	
141,2	5,5	141,2	1,782	
141,3	5,5	141,3	1,774	
141,4	5,5	141,4	1,767	
141,5	5,5	141,5	1,76	
141,6	5,5	141,6	1,752	
141,7	5,5	141,7	1,745	
141,8	5,5	141,8	1,738	
141,9	5,5	141,9	1,731	
142	5,5	142	1,723	
142,1	5,5	142,1	1,716	
142,2	5,5	142,2	1,709	
142,3	5,5	142,3	1,702	
142,4	5,5	142,4	1,696	
142,5	5,5	142,5	1,689	
142,6	5,5	142,6	1,682	
142,7	5,5	142,7	1,675	
142,8	5,5	142,8	1,669	
142,9	5,5	142,9	1,662	
143	5,5	143	1,655	
143,1	5,5	143,1	1,649	
143,2	5,5	143,2	1,643	
143,3	5,5	143,3	1,636	
143,4	5,5	143,4	1,63	
143,5	5,5	143,5	1,624	
143,6	5,5	143,6	1,618	
143,7	5,5	143,7	1,611	
143,8	5,5	143,8	1,605	
143,9	5,5	143,9	1,599	
144	5,5	144	1,593	
144,1	5,5	144,1	1,588	
144,2	5,5	144,2	1,582	
144,3	5,5	144,3	1,576	
144,4	5,5	144,4	1,57	
144,5	5,5	144,5	1,565	
144,6	5,5	144,6	1,559	
144,7	5,5	144,7	1,554	
144,8	5,5	144,8	1,548	
144,9	5,5	144,9	1,543	
145	5,5	145	1,538	
145,1	5,5	145,1	1,532	
145,2	5,5	145,2	1,527	
145,3	5,5	145,3	1,522	
145,4	5,5	145,4	1,517	
145,5	5,5	145,5	1,512	
145,6	5,5	145,6	1,507	
145,7	5,5	145,7	1,502	
145,8	5,5	145,8	1,497	
145,9	5,5	145,9	1,493	
146	5,5	146	1,488	
146,1	5,5	146,1	1,483	
146,2	5,5	146,2	1,479	
146,3	5,5	146,3	1,474	
146,4	5,5	146,4	1,47	
146,5	5,5	146,5	1,465	
146,6	5,5	146,6	1,461	
146,7	5,5	146,7	1,457	
146,8	5,5	146,8	1,452	
146,9	5,5	146,9	1,448	
147	5,5	147	1,444	
147,1	5,5	147,1	1,44	
147,2	5,5	147,2	1,436	
147,3	5,5	147,3	1,432	
147,4	5,5	147,4	1,428	
147,5	5,5	147,5	1,424	
147,6	5,5	147,6	1,42	
147,7	5,5	147,7	1,417	
147,8	5,5	147,8	1,413	
147,9	5,5	147,9	1,409	
148	5,5	148	1,406	
148,1	5,5	148,1	1,402	
148,2	5,5	148,2	1,399	
148,3	5,5	148,3	1,395	
148,4	5,5	148,4	1,392	
148,5	5,5	148,5	1,389	
148,6	5,5	148,6	1,385	
148,7	5,5	148,7	1,382	
148,8	5,5	148,8	1,379	
148,9	5,5	148,9	1,376	
149	5,5	149	1,373	
149,1	5,5	149,1	1,37	
149,2	5,5	149,2	1,367	
149,3	5,5	149,3	1,364	
149,4	5,5	149,4	1,361	
149,5	5,5	149,5	1,358	
149,6	5,5	149,6	1,355	
149,7	5,5	149,7	1,352	
149,8	5,5	149,8	1,35	
149,9	5,5	149,9	1,347	
150	5,5	150	1,344	
150,1	5,5	150,1	1,342	
150,2	5,5	150,2	1,339	
150,3	5,5	150,3	1,337	
150,4	5,5	150,4	1,334	
150,5	5,5	150,5	1,332	
150,6	5,5	150,6	1,329	
150,7	5,5	150,7	1,327	
150,8	5,5	150,8	1,325	
150,9	5,5	150,9	1,322	
151	5,5	151	1,32	
151,1	5,5	151,1	1,318	
151,2	5,5	151,2	1,316	
151,3	5,5	151,3	1,314	
151,4	5,5	151,4	1,312	
151,5	5,5	151,5	1,31	
151,6	5,5	151,6	1,308	
151,7	5,5	151,7	1,306	
151,8	5,5	151,8	1,304	
151,9	5,5	151,9	1,302	
152	5,5	152	1,3	
152,1	5,5	152,1	1,298	
152,2	5,5	152,2	1,296	
152,3	5,5	152,3	1,294	
152,4	5,5	152,4	1,293	
152,5	5,5	152,5	1,291	
152,6	5,5	152,6	1,289	
152,7	5,5	152,7	1,287	
152,8	5,5	152,8	1,286	
152,9	5,5	152,9	1,284	
153	5,5	153	1,283	
153,1	5,5	153,1	1,281	
153,2	5,5	153,2	1,28	
153,3	5,5	153,3	1,278	
153,4	5,5	153,4	1,277	
153,5	5,5	153,5	1,275	
153,6	5,5	153,6	1,274	
153,7	5,5	153,7	1,272	
153,8	5,5	153,8	1,271	
153,9	5,5	153,9	1,27	
154	5,5	154	1,268	
154,1	5,5	154,1	1,267	
154,2	5,5	154,2	1,266	
154,3	5,5	154,3	1,264	
154,4	5,5	154,4	1,263	
154,5	5,5	154,5	1,262	
154,6	5,5	154,6	1,261	
154,7	5,5	154,7	1,26	
154,8	5,5	154,8	1,258	
154,9	5,5	154,9	1,257	
155	5,5	155	1,256	
155,1	5,5	155,1	1,255	
155,2	5,5	155,2	1,254	
155,3	5,5	155,3	1,253	
155,4	5,5	155,4	1,252	
155,5	5,5	155,5	1,251	
155,6	5,5	155,6	1,25	
155,7	5,5	155,7	1,249	
155,8	5,5	155,8	1,248	
155,9	5,5	155,9	1,247	
156	5,5	156	1,246	
156,1	5,5	156,1	1,245	
156,2	5,5	156,2	1,244	
156,3	5,5	156,3	1,244	
156,4	5,5	156,4	1,243	
156,5	5,5	156,5	1,242	
156,6	5,5	156,6	1,241	
156,7	5,5	156,7	1,24	
156,8	5,5	156,8	1,24	
156,9	5,5	156,9	1,239	
157	5,5	157	1,238	
157,1	5,5	157,1	1,237	
157,2	5,5	157,2	1,237	
157,3	5,5	157,3	1,236	
157,4	5,5	157,4	1,235	
157,5	5,5	157,5	1,234	
157,6	5,5	157,6	1,234	
157,7	5,5	157,7	1,233	
157,8	5,5	157,8	1,232	
157,9	5,5	157,9	1,232	
158	5,5	158	1,231	
158,1	5,5	158,1	1,231	
158,2	5,5	158,2	1,23	
158,3	5,5	158,3	1,229	
158,4	5,5	158,4	1,229	
158,5	5,5	158,5	1,228	
158,6	5,5	158,6	1,228	
158,7	5,5	158,7	1,227	
158,8	5,5	158,8	1,227	
158,9	5,5	158,9	1,226	
159	5,5	159	1,226	
159,1	5,5	159,1	1,225	
159,2	5,5	159,2	1,225	
159,3	5,5	159,3	1,224	
159,4	5,5	159,4	1,224	
159,5	5,5	159,5	1,223	
159,6	5,5	159,6	1,223	
159,7	5,5	159,7	1,222	
159,8	5,5	159,8	1,222	
159,9	5,5	159,9	1,221	
160	5,5	160	1,221	
160,1	5,5	160,1	1,22	
160,2	5,5	160,2	1,22	
160,3	5,5	160,3	1,22	
160,4	5,5	160,4	1,219	
160,5	5,5	160,5	1,219	
160,6	5,5	160,6	1,219	
160,7	5,5	160,7	1,218	
160,8	5,5	160,8	1,218	
160,9	5,5	160,9	1,217	
161	5,5	161	1,217	
161,1	5,5	161,1	1,217	
161,2	5,5	161,2	1,216	
161,3	5,5	161,3	1,216	
161,4	5,5	161,4	1,216	
161,5	5,5	161,5	1,215	
161,6	5,5	161,6	1,215	
161,7	5,5	161,7	1,215	
161,8	5,5	161,8	1,215	
161,9	5,5	161,9	1,214	
162	5,5	162	1,214	
162,1	5,5	162,1	1,214	
162,2	5,5	162,2	1,213	
162,3	5,5	162,3	1,213	
162,4	5,5	162,4	1,213	
162,5	5,5	162,5	1,213	
162,6	5,5	162,6	1,212	
162,7	5,5	162,7	1,212	
162,8	5,5	162,8	1,212	
162,9	5,5	162,9	1,212	
163	5,5	163	1,211	
163,1	5,5	163,1	1,211	
163,2	5,5	163,2	1,211	
163,3	5,5	163,3	1,211	
163,4	5,5	163,4	1,211	
163,5	5,5	163,5	1,21	
163,6	5,5	163,6	1,21	
163,7	5,5	163,7	1,21	
163,8	5,5	163,8	1,21	
163,9	5,5	163,9	1,21	
164	5,5	164	1,209	
164,1	5,5	164,1	1,209	
164,2	5,5	164,2	1,209	
164,3	5,5	164,3	1,209	
164,4	5,5	164,4	1,209	
164,5	5,5	164,5	1,208	
164,6	5,5	164,6	1,208	
164,7	5,5	164,7	1,208	
164,8	5,5	164,8	1,208	
164,9	5,5	164,9	1,208	
165	5,5	165	1,208	
165,1	5,5	165,1	1,207	
165,2	5,5	165,2	1,207	
165,3	5,5	165,3	1,207	
165,4	5,5	165,4	1,207	
165,5	5,5	165,5	1,207	
165,6	5,5	165,6	1,207	
165,7	5,5	165,7	1,207	
165,8	5,5	165,8	1,206	
165,9	5,5	165,9	1,206	
166	5,5	166	1,206	
166,1	5,5	166,1	1,206	
166,2	5,5	166,2	1,206	
166,3	5,5	166,3	1,206	
166,4	5,5	166,4	1,206	
166,5	5,5	166,5	1,206	
166,6	5,5	166,6	1,206	
166,7	5,5	166,7	1,205	
166,8	5,5	166,8	1,205	
166,9	5,5	166,9	1,205	
167	5,5	167	1,205	
167,1	5,5	167,1	1,205	
167,2	5,5	167,2	1,205	
167,3	5,5	167,3	1,205	
167,4	5,5	167,4	1,205	
167,5	5,5	167,5	1,205	
167,6	5,5	167,6	1,205	
167,7	5,5	167,7	1,204	
167,8	5,5	167,8	1,204	
167,9	5,5	167,9	1,204	
